"","ShipName","ShipAddress","ShipCity","ShipPostalCode","ShipCountry","CustomerID","CustomerName","Address","City","Country","Salesperson","OrderID","OrderDate","RequiredDate","ShipperName","ProductID","ProductName","UnitPrice","Quantity","Discount","ExtendedPrice","Freight","total_sales"
"331","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Steven Buchanan",10372,1996-12-04,1997-01-01,"United Package",20,"Sir Rodney's Marmalade",64.8,12,0.25,583.2,890.78,777.6
"332","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Steven Buchanan",10372,1996-12-04,1997-01-01,"United Package",38,"Côte de Blaye",210.8,40,0.25,6324,890.78,8432
"333","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Steven Buchanan",10372,1996-12-04,1997-01-01,"United Package",60,"Camembert Pierrot",27.2,70,0.25,1428,890.78,1904
"334","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Steven Buchanan",10372,1996-12-04,1997-01-01,"United Package",72,"Mozzarella di Giovanni",27.8,42,0.25,875.7,890.78,1167.6
"335","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Margaret Peacock",10373,1996-12-05,1997-01-02,"Federal Shipping",58,"Escargots de Bourgogne",10.6,80,0.200000002980232,678.4,124.12,848
"336","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Margaret Peacock",10373,1996-12-05,1997-01-02,"Federal Shipping",71,"Flotemysost",17.2,50,0.200000002980232,688,124.12,860
"337","Wolski Zajazd","ul. Filtrowa 68","Warszawa","01-012","Poland","WOLZA","Wolski  Zajazd","ul. Filtrowa 68","Warszawa","Poland","Nancy Davolio",10374,1996-12-05,1997-01-02,"Federal Shipping",31,"Gorgonzola Telino",10,30,0,300,3.94,300
"338","Wolski Zajazd","ul. Filtrowa 68","Warszawa","01-012","Poland","WOLZA","Wolski  Zajazd","ul. Filtrowa 68","Warszawa","Poland","Nancy Davolio",10374,1996-12-05,1997-01-02,"Federal Shipping",58,"Escargots de Bourgogne",10.6,15,0,159,3.94,159
"339","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","HUNGC","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","USA","Janet Leverling",10375,1996-12-06,1997-01-03,"United Package",14,"Tofu",18.6,15,0,279,20.12,279
"340","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","HUNGC","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","USA","Janet Leverling",10375,1996-12-06,1997-01-03,"United Package",54,"Tourtière",5.9,10,0,59,20.12,59
"341","Mère Paillarde","43 rue St. Laurent","Montréal","H1J 1C3","Canada","MEREP","Mère Paillarde","43 rue St. Laurent","Montréal","Canada","Nancy Davolio",10376,1996-12-09,1997-01-06,"United Package",31,"Gorgonzola Telino",10,42,0.0500000007450581,399,20.39,420
"342","Seven Seas Imports","90 Wadhurst Rd.","London","OX15 4NB","UK","SEVES","Seven Seas Imports","90 Wadhurst Rd.","London","UK","Nancy Davolio",10377,1996-12-09,1997-01-06,"Federal Shipping",28,"Rössle Sauerkraut",36.4,20,0.150000005960464,618.8,22.21,728
"343","Seven Seas Imports","90 Wadhurst Rd.","London","OX15 4NB","UK","SEVES","Seven Seas Imports","90 Wadhurst Rd.","London","UK","Nancy Davolio",10377,1996-12-09,1997-01-06,"Federal Shipping",39,"Chartreuse verte",14.4,20,0.150000005960464,244.8,22.21,288
"344","Folk och fä HB","Åkergatan 24","Bräcke","S-844 67","Sweden","FOLKO","Folk och fä HB","Åkergatan 24","Bräcke","Sweden","Steven Buchanan",10378,1996-12-10,1997-01-07,"Federal Shipping",71,"Flotemysost",17.2,6,0,103.2,5.44,103.2
"345","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","02389-673","Brazil","QUEDE","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","Brazil","Andrew Fuller",10379,1996-12-11,1997-01-08,"Speedy Express",41,"Jack's New England Clam Chowder",7.7,8,0.100000001490116,55.44,45.03,61.6
"346","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","02389-673","Brazil","QUEDE","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","Brazil","Andrew Fuller",10379,1996-12-11,1997-01-08,"Speedy Express",63,"Vegie-spread",35.1,16,0.100000001490116,505.44,45.03,561.6
"347","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","02389-673","Brazil","QUEDE","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","Brazil","Andrew Fuller",10379,1996-12-11,1997-01-08,"Speedy Express",65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0.100000001490116,302.4,45.03,336
"348","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Laura Callahan",10380,1996-12-12,1997-01-09,"Federal Shipping",30,"Nord-Ost Matjeshering",20.7,18,0.100000001490116,335.34,35.03,372.6
"349","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Laura Callahan",10380,1996-12-12,1997-01-09,"Federal Shipping",53,"Perth Pasties",26.2,20,0.100000001490116,471.6,35.03,524
"350","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Laura Callahan",10380,1996-12-12,1997-01-09,"Federal Shipping",60,"Camembert Pierrot",27.2,6,0.100000001490116,146.88,35.03,163.2
"351","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork",NA,"Ireland","HUNGO","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Ireland","Laura Callahan",10380,1996-12-12,1997-01-09,"Federal Shipping",70,"Outback Lager",12,30,0,360,35.03,360
"352","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","3508","Venezuela","LILAS","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Venezuela","Janet Leverling",10381,1996-12-12,1997-01-09,"Federal Shipping",74,"Longlife Tofu",8,14,0,112,7.99,112
"353","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10382,1996-12-13,1997-01-10,"Speedy Express",5,"Chef Anton's Gumbo Mix",17,32,0,544,94.77,544
"354","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10382,1996-12-13,1997-01-10,"Speedy Express",18,"Carnarvon Tigers",50,9,0,450,94.77,450
"355","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10382,1996-12-13,1997-01-10,"Speedy Express",29,"Thüringer Rostbratwurst",99,14,0,1386,94.77,1386
"356","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10382,1996-12-13,1997-01-10,"Speedy Express",33,"Geitost",2,60,0,120,94.77,120
"357","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10382,1996-12-13,1997-01-10,"Speedy Express",74,"Longlife Tofu",8,50,0,400,94.77,400
"358","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Laura Callahan",10383,1996-12-16,1997-01-13,"Federal Shipping",13,"Konbu",4.8,20,0,96,34.24,96
"359","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Laura Callahan",10383,1996-12-16,1997-01-13,"Federal Shipping",50,"Valkoinen suklaa",13,15,0,195,34.24,195
"360","Around the Horn","Brook Farm Stratford St. Mary","Colchester","CO7 6JX","UK","AROUT","Around the Horn","120 Hanover Sq.","London","UK","Laura Callahan",10383,1996-12-16,1997-01-13,"Federal Shipping",56,"Gnocchi di nonna Alice",30.4,20,0,608,34.24,608
"361","Berglunds snabbköp","Berguvsvägen  8","Luleå","S-958 22","Sweden","BERGS","Berglunds snabbköp","Berguvsvägen  8","Luleå","Sweden","Janet Leverling",10384,1996-12-16,1997-01-13,"Federal Shipping",20,"Sir Rodney's Marmalade",64.8,28,0,1814.4,168.64,1814.4
"362","Berglunds snabbköp","Berguvsvägen  8","Luleå","S-958 22","Sweden","BERGS","Berglunds snabbköp","Berguvsvägen  8","Luleå","Sweden","Janet Leverling",10384,1996-12-16,1997-01-13,"Federal Shipping",60,"Camembert Pierrot",27.2,15,0,408,168.64,408
"363","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Nancy Davolio",10385,1996-12-17,1997-01-14,"United Package",7,"Uncle Bob's Organic Dried Pears",24,10,0.200000002980232,192,30.96,240
"364","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Nancy Davolio",10385,1996-12-17,1997-01-14,"United Package",60,"Camembert Pierrot",27.2,20,0.200000002980232,435.2,30.96,544
"365","Split Rail Beer & Ale","P.O. Box 555","Lander","82520","USA","SPLIR","Split Rail Beer & Ale","P.O. Box 555","Lander","USA","Nancy Davolio",10385,1996-12-17,1997-01-14,"United Package",68,"Scottish Longbreads",10,8,0.200000002980232,64,30.96,80
"366","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","05442-030","Brazil","FAMIA","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","Brazil","Anne Dodsworth",10386,1996-12-18,1997-01-01,"Federal Shipping",24,"Guaraná Fantástica",3.6,15,0,54,13.99,54
"367","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","05442-030","Brazil","FAMIA","Familia Arquibaldo","Rua Orós, 92","Sao Paulo","Brazil","Anne Dodsworth",10386,1996-12-18,1997-01-01,"Federal Shipping",34,"Sasquatch Ale",11.2,10,0,112,13.99,112
"368","Santé Gourmet","Erling Skakkes gate 78","Stavern","4110","Norway","SANTG","Santé Gourmet","Erling Skakkes gate 78","Stavern","Norway","Nancy Davolio",10387,1996-12-18,1997-01-15,"United Package",24,"Guaraná Fantástica",3.6,15,0,54,93.63,54
"369","Santé Gourmet","Erling Skakkes gate 78","Stavern","4110","Norway","SANTG","Santé Gourmet","Erling Skakkes gate 78","Stavern","Norway","Nancy Davolio",10387,1996-12-18,1997-01-15,"United Package",28,"Rössle Sauerkraut",36.4,6,0,218.4,93.63,218.4
"370","Santé Gourmet","Erling Skakkes gate 78","Stavern","4110","Norway","SANTG","Santé Gourmet","Erling Skakkes gate 78","Stavern","Norway","Nancy Davolio",10387,1996-12-18,1997-01-15,"United Package",59,"Raclette Courdavault",44,12,0,528,93.63,528
"371","Santé Gourmet","Erling Skakkes gate 78","Stavern","4110","Norway","SANTG","Santé Gourmet","Erling Skakkes gate 78","Stavern","Norway","Nancy Davolio",10387,1996-12-18,1997-01-15,"United Package",71,"Flotemysost",17.2,15,0,258,93.63,258
"372","Seven Seas Imports","90 Wadhurst Rd.","London","OX15 4NB","UK","SEVES","Seven Seas Imports","90 Wadhurst Rd.","London","UK","Andrew Fuller",10388,1996-12-19,1997-01-16,"Speedy Express",45,"Rogede sild",7.6,15,0.200000002980232,91.2,34.86,114
"373","Seven Seas Imports","90 Wadhurst Rd.","London","OX15 4NB","UK","SEVES","Seven Seas Imports","90 Wadhurst Rd.","London","UK","Andrew Fuller",10388,1996-12-19,1997-01-16,"Speedy Express",52,"Filo Mix",5.6,20,0.200000002980232,89.6,34.86,112
"374","Seven Seas Imports","90 Wadhurst Rd.","London","OX15 4NB","UK","SEVES","Seven Seas Imports","90 Wadhurst Rd.","London","UK","Andrew Fuller",10388,1996-12-19,1997-01-16,"Speedy Express",53,"Perth Pasties",26.2,40,0,1048,34.86,1048
"375","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","Canada","BOTTM","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","Canada","Margaret Peacock",10389,1996-12-20,1997-01-17,"United Package",10,"Ikura",24.8,16,0,396.8,47.42,396.8
"376","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","Canada","BOTTM","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","Canada","Margaret Peacock",10389,1996-12-20,1997-01-17,"United Package",55,"Pâté chinois",19.2,15,0,288,47.42,288
"377","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","Canada","BOTTM","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","Canada","Margaret Peacock",10389,1996-12-20,1997-01-17,"United Package",62,"Tarte au sucre",39.4,20,0,788,47.42,788
"378","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","T2F 8M4","Canada","BOTTM","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","Canada","Margaret Peacock",10389,1996-12-20,1997-01-17,"United Package",70,"Outback Lager",12,30,0,360,47.42,360
"379","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10390,1996-12-23,1997-01-20,"Speedy Express",31,"Gorgonzola Telino",10,60,0.100000001490116,540,126.38,600
"380","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10390,1996-12-23,1997-01-20,"Speedy Express",35,"Steeleye Stout",14.4,40,0.100000001490116,518.4,126.38,576
"381","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10390,1996-12-23,1997-01-20,"Speedy Express",46,"Spegesild",9.6,45,0,432,126.38,432
"382","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Michael Suyama",10390,1996-12-23,1997-01-20,"Speedy Express",72,"Mozzarella di Giovanni",27.8,24,0.100000001490116,600.48,126.38,667.2
"383","Drachenblut Delikatessen","Walserweg 21","Aachen","52066","Germany","DRACD","Drachenblut Delikatessen","Walserweg 21","Aachen","Germany","Janet Leverling",10391,1996-12-23,1997-01-20,"Federal Shipping",13,"Konbu",4.8,18,0,86.4,5.45,86.4
"384","Piccolo und mehr","Geislweg 14","Salzburg","5020","Austria","PICCO","Piccolo und mehr","Geislweg 14","Salzburg","Austria","Andrew Fuller",10392,1996-12-24,1997-01-21,"Federal Shipping",69,"Gudbrandsdalsost",28.8,50,0,1440,122.46,1440
"385","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Nancy Davolio",10393,1996-12-25,1997-01-22,"Federal Shipping",2,"Chang",15.2,25,0.25,285,126.56,380
"386","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Nancy Davolio",10393,1996-12-25,1997-01-22,"Federal Shipping",14,"Tofu",18.6,42,0.25,585.9,126.56,781.2
"387","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Nancy Davolio",10393,1996-12-25,1997-01-22,"Federal Shipping",25,"NuNuCa Nuß-Nougat-Creme",11.2,7,0.25,58.8,126.56,78.4
"388","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Nancy Davolio",10393,1996-12-25,1997-01-22,"Federal Shipping",26,"Gumbär Gummibärchen",24.9,70,0.25,1307.25,126.56,1743
"389","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Nancy Davolio",10393,1996-12-25,1997-01-22,"Federal Shipping",31,"Gorgonzola Telino",10,32,0,320,126.56,320
"390","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","HUNGC","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","USA","Nancy Davolio",10394,1996-12-25,1997-01-22,"Federal Shipping",13,"Konbu",4.8,10,0,48,30.34,48
"391","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","97827","USA","HUNGC","Hungry Coyote Import Store","City Center Plaza 516 Main St.","Elgin","USA","Nancy Davolio",10394,1996-12-25,1997-01-22,"Federal Shipping",62,"Tarte au sucre",39.4,10,0,394,30.34,394
"392","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","5022","Venezuela","HILAA","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Venezuela","Michael Suyama",10395,1996-12-26,1997-01-23,"Speedy Express",46,"Spegesild",9.6,28,0.100000001490116,241.92,184.41,268.8
"393","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","5022","Venezuela","HILAA","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Venezuela","Michael Suyama",10395,1996-12-26,1997-01-23,"Speedy Express",53,"Perth Pasties",26.2,70,0.100000001490116,1650.6,184.41,1834
"394","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","5022","Venezuela","HILAA","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Venezuela","Michael Suyama",10395,1996-12-26,1997-01-23,"Speedy Express",69,"Gudbrandsdalsost",28.8,8,0,230.4,184.41,230.4
"395","Frankenversand","Berliner Platz 43","München","80805","Germany","FRANK","Frankenversand","Berliner Platz 43","München","Germany","Nancy Davolio",10396,1996-12-27,1997-01-10,"Federal Shipping",23,"Tunnbröd",7.2,40,0,288,135.35,288
"396","Frankenversand","Berliner Platz 43","München","80805","Germany","FRANK","Frankenversand","Berliner Platz 43","München","Germany","Nancy Davolio",10396,1996-12-27,1997-01-10,"Federal Shipping",71,"Flotemysost",17.2,60,0,1032,135.35,1032
"397","Frankenversand","Berliner Platz 43","München","80805","Germany","FRANK","Frankenversand","Berliner Platz 43","München","Germany","Nancy Davolio",10396,1996-12-27,1997-01-10,"Federal Shipping",72,"Mozzarella di Giovanni",27.8,21,0,583.8,135.35,583.8
"398","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","1756","Portugal","PRINI","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","Portugal","Steven Buchanan",10397,1996-12-27,1997-01-24,"Speedy Express",21,"Sir Rodney's Scones",8,10,0.150000005960464,68,60.26,80
"399","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","1756","Portugal","PRINI","Princesa Isabel Vinhos","Estrada da saúde n. 58","Lisboa","Portugal","Steven Buchanan",10397,1996-12-27,1997-01-24,"Speedy Express",51,"Manjimup Dried Apples",42.4,18,0.150000005960464,648.72,60.26,763.2
"400","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Andrew Fuller",10398,1996-12-30,1997-01-27,"Federal Shipping",35,"Steeleye Stout",14.4,30,0,432,89.16,432
"401","Save-a-lot Markets","187 Suffolk Ln.","Boise","83720","USA","SAVEA","Save-a-lot Markets","187 Suffolk Ln.","Boise","USA","Andrew Fuller",10398,1996-12-30,1997-01-27,"Federal Shipping",55,"Pâté chinois",19.2,120,0.100000001490116,2073.6,89.16,2304
"402","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Laura Callahan",10399,1996-12-31,1997-01-14,"Federal Shipping",68,"Scottish Longbreads",10,60,0,600,27.36,600
"403","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Laura Callahan",10399,1996-12-31,1997-01-14,"Federal Shipping",71,"Flotemysost",17.2,30,0,516,27.36,516
"404","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Laura Callahan",10399,1996-12-31,1997-01-14,"Federal Shipping",76,"Lakkalikööri",14.4,35,0,504,27.36,504
"405","Vaffeljernet","Smagsloget 45","Århus","8200","Denmark","VAFFE","Vaffeljernet","Smagsloget 45","Århus","Denmark","Laura Callahan",10399,1996-12-31,1997-01-14,"Federal Shipping",77,"Original Frankfurter grüne Soße",10.4,14,0,145.6,27.36,145.6
"406","Eastern Connection","35 King George","London","WX3 6FW","UK","EASTC","Eastern Connection","35 King George","London","UK","Nancy Davolio",10400,1997-01-01,1997-01-29,"Federal Shipping",29,"Thüringer Rostbratwurst",99,21,0,2079,83.93,2079
"407","Eastern Connection","35 King George","London","WX3 6FW","UK","EASTC","Eastern Connection","35 King George","London","UK","Nancy Davolio",10400,1997-01-01,1997-01-29,"Federal Shipping",35,"Steeleye Stout",14.4,35,0,504,83.93,504
"408","Eastern Connection","35 King George","London","WX3 6FW","UK","EASTC","Eastern Connection","35 King George","London","UK","Nancy Davolio",10400,1997-01-01,1997-01-29,"Federal Shipping",49,"Maxilaku",16,30,0,480,83.93,480
"409","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Nancy Davolio",10401,1997-01-01,1997-01-29,"Speedy Express",30,"Nord-Ost Matjeshering",20.7,18,0,372.6,12.51,372.6
"410","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Nancy Davolio",10401,1997-01-01,1997-01-29,"Speedy Express",56,"Gnocchi di nonna Alice",30.4,70,0,2128,12.51,2128
"411","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Nancy Davolio",10401,1997-01-01,1997-01-29,"Speedy Express",65,"Louisiana Fiery Hot Pepper Sauce",16.8,20,0,336,12.51,336
"412","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","87110","USA","RATTC","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","USA","Nancy Davolio",10401,1997-01-01,1997-01-29,"Speedy Express",71,"Flotemysost",17.2,60,0,1032,12.51,1032
"413","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Laura Callahan",10402,1997-01-02,1997-02-13,"United Package",23,"Tunnbröd",7.2,60,0,432,67.88,432
"414","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Laura Callahan",10402,1997-01-02,1997-02-13,"United Package",63,"Vegie-spread",35.1,65,0,2281.5,67.88,2281.5
"415","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10403,1997-01-03,1997-01-31,"Federal Shipping",16,"Pavlova",13.9,21,0.150000005960464,248.12,73.79,291.9
"416","Ernst Handel","Kirchgasse 6","Graz","8010","Austria","ERNSH","Ernst Handel","Kirchgasse 6","Graz","Austria","Margaret Peacock",10403,1997-01-03,1997-01-31,"Federal Shipping",48,"Chocolade",10.2,70,0.150000005960464,606.9,73.79,714
"417","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Andrew Fuller",10404,1997-01-03,1997-01-31,"Speedy Express",26,"Gumbär Gummibärchen",24.9,30,0.0500000007450581,709.65,155.97,747
"418","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Andrew Fuller",10404,1997-01-03,1997-01-31,"Speedy Express",42,"Singaporean Hokkien Fried Mee",11.2,40,0.0500000007450581,425.6,155.97,448
"419","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","24100","Italy","MAGAA","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","Italy","Andrew Fuller",10404,1997-01-03,1997-01-31,"Speedy Express",49,"Maxilaku",16,30,0.0500000007450581,456,155.97,480
"420","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","4980","Venezuela","LINOD","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Venezuela","Nancy Davolio",10405,1997-01-06,1997-02-03,"Speedy Express",3,"Aniseed Syrup",8,50,0,400,34.82,400
"421","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Robert King",10406,1997-01-07,1997-02-18,"Speedy Express",1,"Chai",14.4,10,0,144,108.04,144
"422","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Robert King",10406,1997-01-07,1997-02-18,"Speedy Express",21,"Sir Rodney's Scones",8,30,0.100000001490116,216,108.04,240
"423","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Robert King",10406,1997-01-07,1997-02-18,"Speedy Express",28,"Rössle Sauerkraut",36.4,42,0.100000001490116,1375.92,108.04,1528.8
"424","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Robert King",10406,1997-01-07,1997-02-18,"Speedy Express",36,"Inlagd Sill",15.2,5,0.100000001490116,68.4,108.04,76
"425","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","05487-020","Brazil","QUEEN","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","Brazil","Robert King",10406,1997-01-07,1997-02-18,"Speedy Express",40,"Boston Crab Meat",14.7,2,0.100000001490116,26.46,108.04,29.4
"426","Ottilies Käseladen","Mehrheimerstr. 369","Köln","50739","Germany","OTTIK","Ottilies Käseladen","Mehrheimerstr. 369","Köln","Germany","Andrew Fuller",10407,1997-01-07,1997-02-04,"United Package",11,"Queso Cabrales",16.8,30,0,504,91.48,504
